Time,Location,Machine,Shift,Product,Planned Production Time,Available Machine Time,Running Time,Fault Time,Blocked Time,Starved Time,Setup Time,Micro Stops,Minor Stops,Major Stops,MTBF,MTTR,Availability,Performance,Quality,OEE,Total Good Parts,Total Waste Parts,Ideal Production Time,Lost Time Slow Running,Lost Time Slow Running %,,
29/03/2026 06:59,Desford,Setter,A Shift Days,WORRM,3548,3442,2310,237,90,16,0,10,0,2,1155,118,67.11,71.91,1,48.26,16128,0,1661.18,648.82,28.09,,
30/03/2026 05:59,Desford,Setter,B Shift Nights,WORRM,36233,34631,22145,5040,596,1006,0,88,0,20,1107,252,63.95,60.01,1,38.37,129024,0,13289.47,8855.53,39.99,,
30/03/2026 17:59,Desford,Setter,A Shift Days,WORRM,38022,37221,23988,3890,545,256,0,90,0,11,2180,353,64.45,64.06,1,41.28,149184,0,15365.95,8622.05,35.94,,
31/03/2026 05:59,Desford,Setter,B Shift Nights,WORRM,38060,36595,24329,3939,943,522,0,109,0,21,1158,187,66.48,64.87,1,43.12,153216,0,15781.25,8547.75,35.13,,
31/03/2026 17:59,Desford,Setter,A Shift Days,WORRM,38178,37600,28993,4223,193,385,0,66,0,8,3624,527,77.11,31.51,1,24.3,88704,0,9136.51,19856.49,68.49,,
01/04/2026 05:59,Desford,Setter,B Shift Nights,WORRM,39570,38091,30870,489,224,1255,0,84,0,4,7717,122,81.04,48.43,1,39.25,145152,0,14950.66,15919.34,51.57,,
01/04/2026 17:59,Desford,Setter,C Shift Days,WORRM,39571,38750,31640,1257,319,502,0,94,0,2,15820,628,81.65,49.88,1,40.73,153216,0,15781.25,15858.75,50.12,,
02/04/2026 05:59,Desford,Setter,D Shift Nights,16,39558,38102,29892,1335,505,951,0,111,0,10,2989,133,78.45,50.02,1,39.24,145152,0,14950.66,14941.34,49.98,,
02/04/2026 17:59,Desford,Setter,C Shift Days,16,39559,34657,25339,1288,311,4591,0,98,0,8,3167,161,73.11,42.61,1,31.16,104832,0,10797.7,14541.3,57.39,,
03/04/2026 05:59,Desford,Setter,D Shift Nights,16,39560,32713,20949,3307,875,5972,0,130,0,13,1611,254,64.04,81.28,1,52.05,165312,0,17027.14,3921.86,18.72,,
03/04/2026 17:59,Desford,Setter,C Shift Days,16,39561,38086,22178,1341,511,964,0,92,0,11,2016,121,58.23,76.77,1,44.71,165312,0,17027.14,5150.86,23.23,,
04/04/2026 05:59,Desford,Setter,D Shift Nights,16,39563,38657,26271,3113,379,527,0,116,0,16,1641,194,67.96,64.81,1,44.05,165312,0,17027.14,9243.86,35.19,,
04/04/2026 17:59,Desford,Setter,C Shift Days,16,39565,34626,25013,1003,415,4524,0,120,0,4,6253,250,72.24,68.07,1,49.17,165312,0,17027.14,7985.86,31.93,,
05/04/2026 05:59,Desford,Setter,D Shift Nights,17,39567,38478,26113,882,502,587,0,136,0,10,2611,88,67.86,74.75,1,50.73,189504,0,19518.91,6594.09,25.25,,
05/04/2026 17:59,Desford,Setter,B Shift Days,17,39569,32879,19109,2281,1055,5635,0,88,0,9,2123,253,58.12,76.07,1,44.21,141120,0,14535.36,4573.64,23.93,,
06/04/2026 05:59,Desford,Setter,A Shift Nights,17,39571,30504,22444,550,670,8397,0,106,0,3,7481,183,73.58,66.61,1,49.01,145152,0,14950.66,7493.34,33.39,,
06/04/2026 17:59,Desford,Setter,B Shift Days,17,39571,34430,23412,274,994,4147,0,113,0,6,3902,45,68,72.73,1,49.45,165312,0,17027.14,6384.86,27.27,,
07/04/2026 05:59,Desford,Setter,A Shift Nights,17,39575,38032,25295,6299,573,970,0,106,0,16,1580,393,66.51,59.11,1,39.31,145152,0,14950.66,10344.34,40.89,,
07/04/2026 17:59,Desford,Setter,B Shift Days,17,39574,37209,20418,763,340,2025,0,63,0,6,3403,127,54.87,54.92,1,30.14,108864,0,11212.99,9205.01,45.08,,
08/04/2026 05:59,Desford,Setter,A Shift Nights,17,39576,38913,24261,3073,390,273,0,123,147,18,1347,170,62.35,71.89,1,44.82,169344,0,17442.43,6818.57,28.11,,
08/04/2026 17:59,Desford,Setter,B Shift Days,17,39171,29481,16980,3823,272,9418,0,94,265,23,738,166,57.6,66.04,1,38.03,108864,0,11212.99,5767.01,33.96,,
09/04/2026 05:59,Desford,Setter,A Shift Nights,17,39566,37281,23236,12318,359,1926,0,45,421,61,380,201,62.33,67.92,1,42.33,153216,0,15781.25,7454.75,32.08,,
09/04/2026 17:59,Desford,Setter,D Shift Days,17,39751,37908,23253,12568,477,1366,0,48,603,45,516,279,61.34,80.37,1,49.3,181440,0,18688.32,4564.68,19.63,,
10/04/2026 05:59,Desford,Setter,C Shift Nights,17,39753,34773,27908,5785,534,4446,0,60,721,28,996,206,80.26,62.5,1,50.16,169344,0,17442.43,10465.57,37.5,,
10/04/2026 17:59,Desford,Setter,D Shift Days,17,12525,12042,5695,5077,134,349,0,15,283,24,237,211,47.29,94.8,1,44.83,52416,0,5398.85,296.15,5.2,,
11/04/2026 05:59,Desford,Setter,C Shift Nights,17,39758,36915,29059,6909,970,1873,0,62,415,30,968,230,78.72,61.45,1,48.38,173376,0,17857.73,11201.27,38.55,,
11/04/2026 17:59,Desford,Setter,D Shift Days,17,39758,38835,27557,9629,656,267,0,46,551,33,835,291,70.96,70.83,1,50.26,189504,0,19518.91,8038.09,29.17,,
12/04/2026 05:59,Desford,Setter,C Shift Nights,17,39760,37168,31679,4524,684,1908,0,54,647,18,1759,251,85.23,65.55,1,55.87,201600,0,20764.8,10914.2,34.45,,
12/04/2026 17:59,Desford,Setter,D Shift Days,17,39760,38952,26284,11653,689,119,0,37,767,27,973,431,67.48,67.94,1,45.85,173376,0,17857.73,8426.27,32.06,,
13/04/2026 05:59,Desford,Setter,C Shift Nights,17,39762,38983,31696,6607,779,0,0,30,843,14,2264,471,81.31,53.72,1,43.68,165312,0,17027.14,14668.86,46.28,,
13/04/2026 17:59,Desford,Setter,A Shift Days,17,39763,35739,22049,12982,3924,100,0,32,937,26,848,499,61.69,45.2,1,27.89,96768,0,9967.1,12081.9,54.8,,
14/04/2026 05:59,Desford,Setter,B Shift Nights,Kirby Red Multi,39754,38487,31312,6156,513,754,0,44,1059,24,1304,256,81.36,62.34,1,50.72,189504,0,19518.91,11793.09,37.66,,
14/04/2026 17:59,Desford,Setter,A Shift Days,Kirby Red Multi,39756,38815,21695,15540,436,505,0,42,1185,39,556,398,55.89,80.4,1,44.94,169344,0,17442.43,4252.57,19.6,,
15/04/2026 05:59,Desford,Setter,B Shift Nights,Kirby Red Multi,39758,37474,24523,10943,1194,1090,0,37,1451,61,402,179,65.44,72.82,1,47.65,173376,0,17857.73,6665.27,27.18,,
15/04/2026 17:59,Desford,Setter,A Shift Days,Kirby Red Multi,39760,37745,26268,9432,727,1288,0,62,1643,43,610,219,69.59,85.37,1,59.41,217728,0,22425.98,3842.02,14.63,,
16/04/2026 05:59,Desford,Setter,B Shift Nights,VILHM,39762,33593,15891,16802,288,5881,0,56,1771,39,407,430,47.3,83.63,1,39.56,129024,0,13289.47,2601.53,16.37,,
16/04/2026 17:59,Desford,Setter,A Shift Days,VILHM,39762,37404,27988,8018,596,1762,0,69,1913,35,799,229,74.83,77.16,1,57.74,209664,0,21595.39,6392.61,22.84,,
17/04/2026 05:59,Desford,Setter,B Shift Nights,VILHM,39765,37263,21978,13474,536,1966,0,58,144,59,372,228,58.98,75.58,1,44.58,161280,0,16611.84,5366.16,24.42,,
17/04/2026 17:59,Desford,Setter,C Shift Days,VILHM,39766,37540,28912,7571,686,1540,0,55,132,32,903,236,77.02,68.95,1,53.1,193536,0,19934.21,8977.79,31.05,,
18/04/2026 05:59,Desford,Setter,D Shift Nights,VILHM,39768,33344,27439,4653,323,6101,0,56,158,31,885,150,82.29,57.51,1,47.33,153216,0,15781.25,11657.75,42.49,,
18/04/2026 17:59,Desford,Setter,C Shift Days,VILHM,39770,38450,35766,2149,900,420,0,30,70,12,2980,179,93.02,34.83,1,32.4,120960,0,12458.88,23307.12,65.17,,
